PRJNA_ID	run_accession	geo_accession	sample_accession	title	fastq_ftp
PRJNA303170	SRR2954256	GSM1949045	SAMN04287674	Pt1 baseline	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/006/SRR2954256/SRR2954256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/006/SRR2954256/SRR2954256_2.fastq.gz
PRJNA303170	SRR2954257	GSM1949046	SAMN04287675	Pt1 D85	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/007/SRR2954257/SRR2954257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/007/SRR2954257/SRR2954257_2.fastq.gz
PRJNA303170	SRR2954258	GSM1949047	SAMN04287676	Pt2 baseline	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/008/SRR2954258/SRR2954258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/008/SRR2954258/SRR2954258_2.fastq.gz
PRJNA303170	SRR2954259	GSM1949048	SAMN04287677	Pt2 D726	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/009/SRR2954259/SRR2954259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/009/SRR2954259/SRR2954259_2.fastq.gz
PRJNA303170	SRR2954260	GSM1949049	SAMN04287678	Pt3 baseline	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/000/SRR2954260/SRR2954260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/000/SRR2954260/SRR2954260_2.fastq.gz
PRJNA303170	SRR2954261	GSM1949050	SAMN04287679	Pt3 D22	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/001/SRR2954261/SRR2954261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/001/SRR2954261/SRR2954261_2.fastq.gz
PRJNA303170	SRR2954262	GSM1949051	SAMN04287680	Pt4 baseline	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/002/SRR2954262/SRR2954262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/002/SRR2954262/SRR2954262_2.fastq.gz
PRJNA303170	SRR2954263	GSM1949052	SAMN04287681	Pt4 D15	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/003/SRR2954263/SRR2954263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/003/SRR2954263/SRR2954263_2.fastq.gz
PRJNA303170	SRR2954264	GSM1949053	SAMN04287682	Pt4 RD261	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/004/SRR2954264/SRR2954264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/004/SRR2954264/SRR2954264_2.fastq.gz
PRJNA303170	SRR2954265	GSM1949054	SAMN04287683	Pt6 baseline	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/005/SRR2954265/SRR2954265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/005/SRR2954265/SRR2954265_2.fastq.gz
PRJNA303170	SRR2954266	GSM1949055	SAMN04287684	Pt6 D6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/006/SRR2954266/SRR2954266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/006/SRR2954266/SRR2954266_2.fastq.gz
PRJNA303170	SRR2954267	GSM1949056	SAMN04287685	Pt6 D12	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/007/SRR2954267/SRR2954267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/007/SRR2954267/SRR2954267_2.fastq.gz
PRJNA303170	SRR2954268	GSM1949057	SAMN04287686	Pt6 D15	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/008/SRR2954268/SRR2954268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/008/SRR2954268/SRR2954268_2.fastq.gz
PRJNA303170	SRR2954269	GSM1949058	SAMN04287687	Pt7 baseline	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/009/SRR2954269/SRR2954269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/009/SRR2954269/SRR2954269_2.fastq.gz
PRJNA303170	SRR2954270	GSM1949059	SAMN04287688	Pt7 D15A	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/000/SRR2954270/SRR2954270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/000/SRR2954270/SRR2954270_2.fastq.gz
PRJNA303170	SRR2954271	GSM1949060	SAMN04287689	Pt7 D15B	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/001/SRR2954271/SRR2954271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/001/SRR2954271/SRR2954271_2.fastq.gz
PRJNA303170	SRR2954272	GSM1949061	SAMN04287690	Pt7 D15C	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/002/SRR2954272/SRR2954272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/002/SRR2954272/SRR2954272_2.fastq.gz
PRJNA303170	SRR2954273	GSM1949062	SAMN04287691	Pt8 baseline	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/003/SRR2954273/SRR2954273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/003/SRR2954273/SRR2954273_2.fastq.gz
PRJNA303170	SRR2954274	GSM1949063	SAMN04287692	Pt8 D22	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/004/SRR2954274/SRR2954274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/004/SRR2954274/SRR2954274_2.fastq.gz
PRJNA303170	SRR2954275	GSM1949064	SAMN04287693	M229-P-1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/005/SRR2954275/SRR2954275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/005/SRR2954275/SRR2954275_2.fastq.gz
PRJNA303170	SRR2954276	GSM1949065	SAMN04287694	M229-P-2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/006/SRR2954276/SRR2954276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/006/SRR2954276/SRR2954276_2.fastq.gz
PRJNA303170	SRR2954277	GSM1949066	SAMN04287695	M229-BRAFi2D-1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/007/SRR2954277/SRR2954277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/007/SRR2954277/SRR2954277_2.fastq.gz
PRJNA303170	SRR2954278	GSM1949067	SAMN04287696	M229-BRAFi2D-2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/008/SRR2954278/SRR2954278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/008/SRR2954278/SRR2954278_2.fastq.gz
PRJNA303170	SRR2954279	GSM1949068	SAMN04287697	M229-DTP-1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/009/SRR2954279/SRR2954279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/009/SRR2954279/SRR2954279_2.fastq.gz
PRJNA303170	SRR2954280	GSM1949069	SAMN04287698	M229-DTP-2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/000/SRR2954280/SRR2954280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/000/SRR2954280/SRR2954280_2.fastq.gz
PRJNA303170	SRR2954281	GSM1949070	SAMN04287699	M229-DTPP-1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/001/SRR2954281/SRR2954281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/001/SRR2954281/SRR2954281_2.fastq.gz
PRJNA303170	SRR2954282	GSM1949071	SAMN04287700	M229-DTPP-2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/002/SRR2954282/SRR2954282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/002/SRR2954282/SRR2954282_2.fastq.gz
PRJNA303170	SRR2954283	GSM1949072	SAMN04287701	M229-SDR-1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/003/SRR2954283/SRR2954283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/003/SRR2954283/SRR2954283_2.fastq.gz
PRJNA303170	SRR2954284	GSM1949073	SAMN04287702	M229-SDR-2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/004/SRR2954284/SRR2954284_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/004/SRR2954284/SRR2954284_2.fastq.gz
PRJNA303170	SRR2954285	GSM1949074	SAMN04287703	M238-P-1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/005/SRR2954285/SRR2954285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/005/SRR2954285/SRR2954285_2.fastq.gz
PRJNA303170	SRR2954286	GSM1949075	SAMN04287704	M238-P-2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/006/SRR2954286/SRR2954286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/006/SRR2954286/SRR2954286_2.fastq.gz
PRJNA303170	SRR2954287	GSM1949076	SAMN04287705	M238-BRAFi2D-1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/007/SRR2954287/SRR2954287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/007/SRR2954287/SRR2954287_2.fastq.gz
PRJNA303170	SRR2954288	GSM1949077	SAMN04287706	M238-BRAFi2D-2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/008/SRR2954288/SRR2954288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/008/SRR2954288/SRR2954288_2.fastq.gz
PRJNA303170	SRR2954289	GSM1949078	SAMN04287707	M238-DTP-1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/009/SRR2954289/SRR2954289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/009/SRR2954289/SRR2954289_2.fastq.gz
PRJNA303170	SRR2954290	GSM1949079	SAMN04287708	M238-DTP-2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/000/SRR2954290/SRR2954290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/000/SRR2954290/SRR2954290_2.fastq.gz
PRJNA303170	SRR2954291	GSM1949080	SAMN04287709	M238-DTPP-1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/001/SRR2954291/SRR2954291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/001/SRR2954291/SRR2954291_2.fastq.gz
PRJNA303170	SRR2954292	GSM1949081	SAMN04287710	M238-DTPP-2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/002/SRR2954292/SRR2954292_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/002/SRR2954292/SRR2954292_2.fastq.gz
PRJNA303170	SRR2954293	GSM1949082	SAMN04287711	M238-SDR-1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/003/SRR2954293/SRR2954293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/003/SRR2954293/SRR2954293_2.fastq.gz
PRJNA303170	SRR2954294	GSM1949083	SAMN04287712	M238-SDR-2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/004/SRR2954294/SRR2954294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/004/SRR2954294/SRR2954294_2.fastq.gz
PRJNA303170	SRR6014240	GSM2775088	SAMN07614911	M249-P1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/000/SRR6014240/SRR6014240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/000/SRR6014240/SRR6014240_2.fastq.gz
PRJNA303170	SRR6014241	GSM2775089	SAMN07614910	M249-DDR4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/001/SRR6014241/SRR6014241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/001/SRR6014241/SRR6014241_2.fastq.gz
PRJNA303170	SRR6014242	GSM2775090	SAMN07614909	M249-DDR5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/002/SRR6014242/SRR6014242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/002/SRR6014242/SRR6014242_2.fastq.gz
PRJNA303170	SRR6019852	GSM2776897	SAMN07622511	SKMEL28-P	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/002/SRR6019852/SRR6019852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/002/SRR6019852/SRR6019852_2.fastq.gz
PRJNA303170	SRR6019853	GSM2776897	SAMN07622511	SKMEL28-P	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/003/SRR6019853/SRR6019853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/003/SRR6019853/SRR6019853_2.fastq.gz
PRJNA303170	SRR6019854	GSM2776898	SAMN07622510	SKMel28-SDR	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/004/SRR6019854/SRR6019854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/004/SRR6019854/SRR6019854_2.fastq.gz
PRJNA303170	SRR6019855	GSM2776898	SAMN07622510	SKMel28-SDR	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/005/SRR6019855/SRR6019855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/005/SRR6019855/SRR6019855_2.fastq.gz
PRJNA303170	SRR6019856	GSM2776899	SAMN07622509	SKMel28-DDR	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/006/SRR6019856/SRR6019856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/006/SRR6019856/SRR6019856_2.fastq.gz
PRJNA303170	SRR6019857	GSM2776899	SAMN07622509	SKMel28-DDR	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/007/SRR6019857/SRR6019857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/007/SRR6019857/SRR6019857_2.fastq.gz
PRJNA303170	SRR6019858	GSM2776900	SAMN07622508	M229-DDR	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/008/SRR6019858/SRR6019858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/008/SRR6019858/SRR6019858_2.fastq.gz
PRJNA303170	SRR6019859	GSM2776900	SAMN07622508	M229-DDR	ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/009/SRR6019859/SRR6019859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR601/009/SRR6019859/SRR6019859_2.fastq.gz
PRJNA403850	SRR6022864	GSM2778479	SAMN07625738	Pt9-baseline	ftp.sra.ebi.ac.uk/vol1/fastq/SRR602/004/SRR6022864/SRR6022864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR602/004/SRR6022864/SRR6022864_2.fastq.gz
PRJNA403850	SRR6022865	GSM2778480	SAMN07625737	Pt9-D15-A	ftp.sra.ebi.ac.uk/vol1/fastq/SRR602/005/SRR6022865/SRR6022865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR602/005/SRR6022865/SRR6022865_2.fastq.gz
PRJNA403850	SRR6022866	GSM2778481	SAMN07625736	Pt9-D15-B	ftp.sra.ebi.ac.uk/vol1/fastq/SRR602/006/SRR6022866/SRR6022866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR602/006/SRR6022866/SRR6022866_2.fastq.gz
